card	artwork	edited artwork	atk	def	level	race	attribute	type	spell/trap type
Dark Snake Syndrome	0	No	0	0	0	Spell	Spell	Spell	Continuous
Terraforming	0	No	0	0	0	Spell	Spell	Spell	None
Banner of Courage	0	No	0	0	0	Spell	Spell	Spell	Continuous
Metamorphosis	0	No	0	0	0	Spell	Spell	Spell	None
Royal Tribute	0	No	0	0	0	Spell	Spell	Spell	None
Reversal Quiz	0	No	0	0	0	Spell	Spell	Spell	None
Curse of Aging	0	No	0	0	0	Trap	Trap	Trap	None
Raigeki Break	0	No	0	0	0	Trap	Trap	Trap	None
Disturbance Strategy	0	No	0	0	0	Trap	Trap	Trap	None
Rite of Spirit	0	No	0	0	0	Trap	Trap	Trap	None
Non Aggression Area	0	No	0	0	0	Trap	Trap	Trap	None
D. Tribe	0	No	0	0	0	Trap	Trap	Trap	None
Y-Dragon Head	0	No	1500	1600	4	Machine	LIGHT	Union	None
XY-Dragon Cannon	0	Yes	2200	1900	6	Machine	LIGHT	Fusion/Effect	None
Z-Metal Tank	0	No	1500	1300	4	Machine	LIGHT	Union	None
XYZ-Dragon Cannon	0	Yes	2800	2600	8	Machine	LIGHT	Fusion/Effect	None
XYZ-Dragon Cannon	1	Yes	2800	2600	8	Machine	LIGHT	Fusion/Effect	None
XYZ-Dragon Cannon	2	Yes	2800	2600	8	Machine	LIGHT	Fusion/Effect	None
Rope of Spirit	0	No	0	0	0	Trap	Trap	Trap	None
King's Knight	0	No	1600	1400	4	Warrior	LIGHT	Effect	None
Jack's Knight	0	No	1900	1000	5	Warrior	LIGHT	None	None
Interdimensional Matter Transporter	0	No	0	0	0	Trap	Trap	Trap	None
Goblin Zombie	0	No	1100	1050	4	Zombie	DARK	Effect	None
Drillago	0	No	1600	1100	4	Machine	DARK	Effect	None
Lekunga	0	No	1700	500	4	Plant	WATER	Effect	None
Cost Down	0	No	0	0	0	Spell	Spell	Spell	None
People Running About	0	Yes	600	600	2	Pyro	FIRE	None	None
Oppressed People	0	No	400	2000	1	Aqua	WATER	None	None
United Resistance	0	No	1000	400	3	Thunder	WIND	None	None
Dark Blade	0	No	1800	1500	4	Warrior	DARK	None	None
Pitch-Dark Dragon	0	No	900	600	3	Dragon	DARK	Union	None
Kiryu	0	No	2000	1500	5	Dragon	DARK	Union	None
Decayed Commander	0	No	1000	1500	4	Zombie	EARTH	Effect	None
Zombie Tiger	0	No	1400	1600	3	Zombie	EARTH	Union	None
Giant Orc	0	No	2200	0	4	Fiend	DARK	Effect	None
Second Goblin	0	No	100	100	1	Fiend	DARK	Union	None
Vampire Orchis	0	No	1700	1000	4	Plant	EARTH	Effect	None
Des Dendle	0	No	300	2000	4	Plant	EARTH	Union	None
Burning Beast	0	No	1500	1000	4	Pyro	FIRE	Union	None
Freezing Beast	0	No	1500	1000	4	Aqua	WATER	Union	None
D.D. Crazy Beast	0	No	1400	1400	3	Beast	EARTH	Effect	None
Spell Canceller	0	No	1800	1600	5	Machine	WIND	Effect	None
Helping Robo For Combat	0	No	1600	0	4	Machine	LIGHT	Effect	None
Dimension Jar	0	No	200	200	2	Machine	DARK	Effect	None
Roulette Barrel	0	Yes	1000	2000	4	Machine	LIGHT	Effect	None
Paladin of White Dragon	0	No	1900	1200	4	Dragon	LIGHT	Ritual/Effect	None
White Dragon Ritual	0	No	0	0	0	Spell	Spell	Spell	Ritual
Frontline Base	0	No	0	0	0	Spell	Spell	Spell	Continuous
Demotion	0	Yes	0	0	0	Spell	Spell	Spell	Equip
Combination Attack	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Autonomous Action Unit	0	No	0	0	0	Spell	Spell	Spell	Equip
Poison of the Old Man	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Dark Core	0	No	0	0	0	Spell	Spell	Spell	None
Raregold Armor	0	No	0	0	0	Spell	Spell	Spell	Equip
Kishido Spirit	0	No	0	0	0	Spell	Spell	Spell	Continuous
Tribute Doll	0	No	0	0	0	Spell	Spell	Spell	None
Wave-Motion Cannon	0	No	0	0	0	Spell	Spell	Spell	Continuous
Huge Revolution	0	No	0	0	0	Trap	Trap	Trap	None
Thunder of Ruler	0	No	0	0	0	Trap	Trap	Trap	None
Spell Shield Type-8	0	No	0	0	0	Trap	Trap	Trap	Counter
Meteorain	0	No	0	0	0	Trap	Trap	Trap	None
Pineapple Blast	0	No	0	0	0	Trap	Trap	Trap	None
Secret Barrel	0	No	0	0	0	Trap	Trap	Trap	None
Formation Union	0	No	0	0	0	Trap	Trap	Trap	None
Adhesion Trap Hole	0	No	0	0	0	Trap	Trap	Trap	None
XZ-Tank Cannon	0	Yes	2400	2100	6	Machine	LIGHT	Fusion/Effect	None
YZ-Tank Dragon	0	Yes	2100	2200	6	Machine	LIGHT	Fusion/Effect	None
Final Attack Orders	0	No	0	0	0	Trap	Trap	Trap	Continuous
Dark Paladin	0	No	2900	2400	8	Spellcaster	DARK	Fusion/Effect	None
Dark Paladin	1	No	2900	2400	8	Spellcaster	DARK	Fusion/Effect	None
Dark Paladin	2	No	2900	2400	8	Spellcaster	DARK	Fusion/Effect	None
Spell Absorption	0	No	0	0	0	Spell	Spell	Spell	Continuous
Diffusion Wave-Motion	0	No	0	0	0	Spell	Spell	Spell	None
Fiend's Sanctuary	0	Yes	0	0	0	Spell	Spell	Spell	None
Great Angus	0	No	1800	600	4	Beast	FIRE	None	None
Aitsu	0	No	100	100	5	Fairy	FIRE	None	None
Sonic Duck	0	No	1700	700	3	Winged Beast	WIND	None	None
Luster Dragon	0	No	1900	1600	4	Dragon	WIND	None	None
Amazoness Paladin	0	No	1700	300	4	Warrior	EARTH	Effect	None
Amazoness Blowpiper	0	No	800	1500	3	Warrior	EARTH	Effect	None
Amazoness Tiger	0	No	1100	1500	4	Beast	EARTH	Effect	None
Skilled White Magician	0	No	1700	1900	4	Spellcaster	LIGHT	Effect	None
Skilled Dark Magician	0	No	1900	1700	4	Spellcaster	DARK	Effect	None
Apprentice Magician	0	No	400	800	2	Spellcaster	DARK	Effect	None
Old Vindictive Magician	0	No	450	600	2	Spellcaster	DARK	Effect	None
Chaos Command Magician	0	No	2400	1900	6	Spellcaster	LIGHT	Effect	None
Magical Marionette	0	No	2000	1000	5	Spellcaster	DARK	Effect	None
Breaker the Magical Warrior	0	No	1600	1000	4	Spellcaster	DARK	Effect	None
Magical Plant Mandragola	0	No	500	200	2	Spellcaster	DARK	Effect	None
Magical Scientist	0	No	300	300	1	Spellcaster	DARK	Effect	None
Royal Magical Library	0	No	0	2000	4	Spellcaster	LIGHT	Effect	None
Armor Exe	0	No	2400	1400	4	Rock	LIGHT	Effect	None
Tribe-Infecting Virus	0	No	1600	1000	4	Aqua	WATER	Effect	None
Des Koala	0	No	1100	1800	3	Beast	DARK	Effect	None
Cliff the Trap Remover	0	No	1200	1000	3	Warrior	DARK	Effect	None
Magical Merchant	0	No	200	700	1	Insect	LIGHT	Effect	None
Koitsu	0	No	200	100	10	Fairy	WATER	Union	None
Cat's Ear Tribe	0	No	200	100	1	Beast-Warrior	EARTH	Effect	None
Ultimate Obedient Fiend	0	No	3500	3000	10	Fiend	FIRE	Effect	None
Pitch-Black Power Stone	0	No	0	0	0	Trap	Trap	Trap	Continuous
Big Bang Shot	0	No	0	0	0	Spell	Spell	Spell	Equip
Gather Your Mind	0	No	0	0	0	Spell	Spell	Spell	None
Mass Driver	0	No	0	0	0	Spell	Spell	Spell	Continuous
Senri Eye	0	No	0	0	0	Spell	Spell	Spell	Continuous
Emblem of Dragon Destroyer	0	No	0	0	0	Spell	Spell	Spell	None
Jar Robber	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Mega Ton Magical Cannon	0	No	0	0	0	Spell	Spell	Spell	None
Continuous Destruction Punch	0	No	0	0	0	Spell	Spell	Spell	Continuous
Exhausting Spell	0	No	0	0	0	Trap	Trap	Trap	None
Hidden Book of Spell	0	No	0	0	0	Trap	Trap	Trap	None
Miracle Restoring	0	No	0	0	0	Trap	Trap	Trap	None
Disarmament	0	No	0	0	0	Trap	Trap	Trap	None
Anti-Spell	0	No	0	0	0	Trap	Trap	Trap	Counter
The Spell Absorbing Life	0	No	0	0	0	Trap	Trap	Trap	None
Metal Reflect Slime	0	No	0	0	0	Trap	Trap	Trap	Continuous
Bowganian	0	No	1300	1000	3	Machine	DARK	Effect	None
Excavation of Mage Stones	0	No	0	0	0	Spell	Spell	Spell	None
Granadora	0	No	1900	700	4	Reptile	WATER	Effect	None
Shinato, King of a Higher Plane	0	No	3300	3000	8	Fairy	LIGHT	Ritual/Effect	None
Dark Flare Knight	0	No	2200	800	6	Warrior	DARK	Fusion/Effect	None
Mirage Knight	0	No	2800	2000	8	Warrior	LIGHT	Effect	None
Berserk Dragon	0	No	3500	0	8	Zombie	DARK	Effect	None
Exodia Necross	0	Yes	1800	0	4	Spellcaster	DARK	Effect	None
Battle Footballer	0	No	1000	2100	4	Machine	FIRE	None	None
Arsenal Summoner	0	No	1600	1600	4	Spellcaster	WIND	Effect	None
Nin-Ken Dog	0	No	1800	1000	4	Beast-Warrior	WIND	None	None
Acrobat Monkey	0	No	1000	1800	3	Machine	EARTH	None	None
Guardian Elma	0	No	1300	1200	3	Fairy	WIND	Effect	None
Guardian Ceal	0	No	1700	1400	4	Pyro	FIRE	Effect	None
Guardian Grarl	0	No	2500	1000	5	Dinosaur	EARTH	Effect	None
Guardian Baou	0	No	800	400	4	Fiend	DARK	Effect	None
Guardian Kay'est	0	No	1000	1800	4	Sea Serpent	WATER	Effect	None
Guardian Tryce	0	No	1900	1700	5	Thunder	LIGHT	Effect	None
Gyaku-Gire Panda	0	No	800	1600	3	Beast	EARTH	Effect	None
Blindly Loyal Goblin	0	No	1800	1500	4	Warrior	EARTH	Effect	None
Despair from the Dark	0	No	2800	3000	8	Zombie	DARK	Effect	None
Maju Garzett	0	No	65535	0	7	Fiend	DARK	Effect	None
Fear from the Dark	0	No	1700	1500	4	Zombie	DARK	Effect	None
Dark Scorpion - Chick the Yellow	0	No	1000	1000	3	Warrior	DARK	Effect	None
D.D. Warrior Lady	0	No	1500	1600	4	Warrior	LIGHT	Effect	None
Thousand Needles	0	No	1000	1800	4	Beast	EARTH	Effect	None
Shinato's Ark	0	No	0	0	0	Spell	Spell	Spell	Ritual
A Deal with Dark Ruler	0	Yes	0	0	0	Spell	Spell	Spell	Quick-Play
Contract with Exodia	0	Yes	0	0	0	Spell	Spell	Spell	None
Butterfly Dagger - Elma	0	No	0	0	0	Spell	Spell	Spell	Equip
Shooting Star Bow - Ceal	0	No	0	0	0	Spell	Spell	Spell	Equip
Gravity Axe - Grarl	0	No	0	0	0	Spell	Spell	Spell	Equip
Wicked-Breaking Flamberge - Baou	0	No	0	0	0	Spell	Spell	Spell	Equip
Rod of Silence - Kay'est	0	No	0	0	0	Spell	Spell	Spell	Equip
Twin Swords of Flashing Light - Tryce	0	No	0	0	0	Spell	Spell	Spell	Equip
Precious Cards from Beyond	0	No	0	0	0	Spell	Spell	Spell	Continuous
Rod of the Mind's Eye	0	No	0	0	0	Spell	Spell	Spell	Equip
Fairy of the Spring	0	No	0	0	0	Spell	Spell	Spell	None
Token Thanksgiving	0	No	0	0	0	Spell	Spell	Spell	None
Non-Spellcasting Area	0	No	0	0	0	Spell	Spell	Spell	Continuous
Staunch Defender	0	No	0	0	0	Trap	Trap	Trap	None
Ojama Trio	0	No	0	0	0	Trap	Trap	Trap	None
Arsenal Robber	0	Yes	0	0	0	Trap	Trap	Trap	None
Skill Drain	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
Really Eternal Rest	0	No	0	0	0	Trap	Trap	Trap	None
Soul Taker	0	No	0	0	0	Spell	Spell	Spell	None
Magical Dimension	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Judgement of Pharaoh	0	No	0	0	0	Trap	Trap	Trap	None
Friendship	0	No	0	0	0	Spell	Spell	Spell	None
Unity	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Dark Magician Knight	0	No	2500	2100	7	Warrior	DARK	Effect	None
Knight's Title	0	No	0	0	0	Spell	Spell	Spell	None
Sage's Stone	0	Yes	0	0	0	Spell	Spell	Spell	None
Gagagigo	0	No	1850	1000	4	Reptile	WATER	None	None
D. D. Trainer	0	No	100	2000	1	Fiend	DARK	None	None
Ojama Green	0	No	0	1000	2	Beast	LIGHT	None	None
Archfiend Soldier	0	No	1900	1500	4	Fiend	DARK	None	None
Pandemonium Watchbear	0	No	1300	1800	4	Beast	DARK	Effect	None
Sasuke Samurai	0	No	200	300	1	Warrior	WIND	Effect	None
Dark Scorpion - Gorg the Strong	0	No	1800	1500	5	Warrior	DARK	Effect	None
Dark Scorpion - Meanae the Thorn	0	No	1000	1800	4	Warrior	DARK	Effect	None
Outstanding Dog Marron	0	No	100	100	1	Beast	LIGHT	Effect	None
Great Maju Garzett	0	No	0	0	6	Fiend	DARK	Effect	None
Iron Blacksmith Kotetsu	0	No	500	500	2	Beast-Warrior	FIRE	Effect	None
Mefist the Infernal General	0	No	1800	1700	5	Fiend	DARK	Effect	None
Vilepawn Archfiend	0	No	1200	200	2	Fiend	EARTH	Effect	None
Shadowknight Archfiend	0	No	2000	1600	4	Fiend	WIND	Effect	None
Darkbishop Archfiend	0	No	300	1400	3	Fiend	WATER	Effect	None
Desrook Archfiend	0	No	1100	1800	3	Fiend	LIGHT	Effect	None
Infernalqueen Archfiend	0	No	900	1500	4	Fiend	FIRE	Effect	None
Terrorking Archfiend	0	No	2000	1500	4	Fiend	DARK	Effect	None
Skull Archfiend of Lightning	0	No	2500	1200	6	Fiend	DARK	Effect	None
Metallizing Parasite - Lunatite	0	No	1000	500	7	Aqua	WATER	Union	None
Tsukuyomi	0	No	1100	1400	4	Spellcaster	DARK	Spirit	None
Legendary Flame Lord	0	No	2400	2000	7	Spellcaster	FIRE	Ritual/Effect	None
Dark Master - Zorc	0	No	2700	1500	8	Fiend	DARK	Ritual/Effect	None
Incandescent Ordeal	0	No	0	0	0	Spell	Spell	Spell	Ritual
Contract with the Abyss	0	No	0	0	0	Spell	Spell	Spell	Ritual
Contract with the Dark Master	0	No	0	0	0	Spell	Spell	Spell	Ritual
Falling Down	0	No	0	0	0	Spell	Spell	Spell	Equip
Checkmate	0	No	0	0	0	Spell	Spell	Spell	None
Final Countdown	0	No	0	0	0	Spell	Spell	Spell	None
Mustering of the Dark Scorpions	0	No	0	0	0	Spell	Spell	Spell	None
Pandemonium	0	No	0	0	0	Spell	Spell	Spell	Field
Altar for Tribute	0	No	0	0	0	Trap	Trap	Trap	None
Frozen Soul	0	No	0	0	0	Trap	Trap	Trap	None
Battle-Scarred	0	Yes	0	0	0	Trap	Trap	Trap	Continuous
Dark Scorpion Combination	0	No	0	0	0	Trap	Trap	Trap	None
Archfiend's Roar	0	No	0	0	0	Trap	Trap	Trap	None
Dice Re-Roll	0	No	0	0	0	Trap	Trap	Trap	None
Spell Vanishing	0	No	0	0	0	Trap	Trap	Trap	Counter
Sakuretsu Armor	0	No	0	0	0	Trap	Trap	Trap	None
Ray of Hope	0	Yes	0	0	0	Trap	Trap	Trap	None
Nightmare Penguin	0	No	900	1800	4	Aqua	WATER	Effect	None
Perfect Machine King	0	No	2700	1500	8	Machine	EARTH	Effect	None
Chiron the Mage	0	No	1800	1000	4	Beast-Warrior	EARTH	Effect	None
Ojama Yellow	0	No	0	1000	2	Beast	LIGHT	None	None
Ojama Black	0	No	0	1000	2	Beast	LIGHT	None	None
Soul Tiger	0	No	0	2100	4	Beast	EARTH	None	None
Big Koala	0	No	2700	2000	7	Beast	EARTH	None	None
Des Kangaroo	0	No	1500	1700	4	Beast	DARK	Effect	None
Crimson Ninja	0	No	300	300	1	Warrior	EARTH	Effect	None
Strike Ninja	0	No	1700	1200	4	Warrior	DARK	Effect	None
Gale Lizard	0	No	1400	700	4	Reptile	WATER	Effect	None
Chopman the Desperate Outlaw	0	No	1100	500	3	Zombie	DARK	Effect	None
Sasuke Samurai	0	No	1000	1000	3	Warrior	LIGHT	Effect	None
D. D. Scout Plane	0	No	800	1200	2	Machine	DARK	Effect	None
Berserk Gorilla	0	No	2000	1000	4	Beast	EARTH	Effect	None
Freed the Brave Wanderer	0	No	1700	1200	4	Warrior	LIGHT	Effect	None
Witch Doctor of Chaos	0	No	500	500	2	Spellcaster	DARK	Effect	None
Chaos Necromancer	0	No	0	0	1	Fiend	DARK	Effect	None
Chaosrider Gustaph	0	No	1400	1500	4	Warrior	WIND	Effect	None
Inferno	0	No	1100	1900	4	Pyro	FIRE	Effect	None
Fenrir	0	No	1400	1200	4	Beast	WATER	Effect	None
Gigantes	0	No	1900	1300	4	Rock	EARTH	Effect	None
Silpheed	0	No	1700	700	4	Fairy	WIND	Effect	None
Chaos Sorcerer	0	No	2300	2000	6	Spellcaster	DARK	Effect	None
Gren Maju Da Eiza	0	No	65535	65535	3	Fiend	FIRE	Effect	None
Black Luster Soldier - Envoy of the Beginning	0	No	3000	2500	8	Warrior	LIGHT	Effect	None
Fuhma Shuriken	0	No	0	0	0	Spell	Spell	Spell	Equip
Heart of the Underdog	0	No	0	0	0	Spell	Spell	Spell	Continuous
Wild Nature's Release	0	No	0	0	0	Spell	Spell	Spell	None
Ojama Delta Hurricane!!	0	No	0	0	0	Spell	Spell	Spell	None
Stumbling	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Chaos End	0	No	0	0	0	Spell	Spell	Spell	None
Chaos Greed	0	No	0	0	0	Spell	Spell	Spell	None
D. D. Borderline	0	No	0	0	0	Spell	Spell	Spell	Continuous
Recycle	0	No	0	0	0	Spell	Spell	Spell	Continuous
Primal Seed	0	No	0	0	0	Spell	Spell	Spell	None
Thunder Crash	0	No	0	0	0	Spell	Spell	Spell	None
Dimension Distortion	0	No	0	0	0	Spell	Spell	Spell	None
Reload	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Soul Absorption	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Big Burn	0	No	0	0	0	Trap	Trap	Trap	None
Blasting the Ruins	0	No	0	0	0	Trap	Trap	Trap	None
Cursed Seal of the Forbidden Spell	0	No	0	0	0	Trap	Trap	Trap	Counter
Tower of Babel	0	No	0	0	0	Trap	Trap	Trap	Continuous
Spatial Collapse	0	No	0	0	0	Trap	Trap	Trap	Continuous
Chain Disappearance	0	No	0	0	0	Trap	Trap	Trap	None
Zero Gravity	0	No	0	0	0	Trap	Trap	Trap	None
Dark Mirror Force	0	No	0	0	0	Trap	Trap	Trap	None
Energy Drain	0	No	0	0	0	Trap	Trap	Trap	None
Chaos Emperor Dragon - Envoy of the End	0	No	3000	2500	8	Dragon	DARK	Effect	None
Victory D.	0	No	2400	3000	8	Dragon	DARK	Effect	None
Magician's Valkyrie	0	No	1600	1800	4	Spellcaster	LIGHT	Effect	None
Giga Gagagigo	0	No	2450	1500	5	Reptile	WATER	None	None
Mad Dog of Darkness	0	No	1900	1400	4	Beast	DARK	None	None
Neo Bug	0	No	1800	1700	4	Insect	EARTH	None	None
Sea Serpent Warrior of Darkness	0	No	1800	1500	4	Sea Serpent	WATER	None	None
Terrorking Salmon	0	No	2400	1000	5	Fish	WATER	None	None
Blazing Inpachi	0	No	1850	0	4	Pyro	FIRE	None	None
Burning Algae	0	No	500	1500	3	Pyro	FIRE	Effect	None
The Thing in the Crater	0	No	1000	1200	4	Pyro	FIRE	Effect	None
Molten Zombie	0	No	1600	400	4	Pyro	FIRE	Effect	None
Dark Magician of Chaos	0	Yes	2800	2600	8	Spellcaster	DARK	Effect	None
Manticore of Darkness	0	No	2300	1000	6	Beast-Warrior	FIRE	Effect	None
Stealth Bird	0	No	700	1700	3	Winged Beast	DARK	Effect	None
Sacred Crane	0	No	1600	400	4	Winged Beast	LIGHT	Effect	None
Enraged Battle Ox	0	No	1700	1000	4	Beast-Warrior	EARTH	Effect	None
Don Turtle	0	No	1100	1200	3	Reptile	WATER	Effect	None
Dark Driceratops	0	No	2400	1500	6	Dinosaur	EARTH	Effect	None
Hyper Hammerhead	0	No	1500	1200	4	Dinosaur	EARTH	Effect	None
Black Tyranno	0	No	2600	1800	7	Dinosaur	EARTH	Effect	None
Anti-Aircraft Flower	0	No	0	1600	3	Plant	EARTH	Effect	None
Prickle Fairy	0	No	300	2000	4	Plant	EARTH	Effect	None
Insect Princess	0	No	1900	1200	6	Insect	WIND	Effect	None
Amphibious Bugroth MK-3	0	No	1500	1300	4	Machine	WATER	Effect	None
Torpedo Fish	0	No	1000	1000	3	Fish	WATER	Effect	None
Levia-Dragon - Daedalus	0	No	2600	1500	7	Sea Serpent	WATER	Effect	None
Orca Mega-Fortress of Darkness	0	No	2100	1200	5	Sea Serpent	WATER	Effect	None
Cannonball Spear Shellfish	0	No	1000	1000	2	Aqua	WATER	Effect	None
Mataza the Zapper	0	No	1300	800	3	Warrior	DARK	Effect	None
Guardian Angel Joan	0	Yes	2800	2000	7	Fairy	LIGHT	Effect	None
Manju of the Ten Thousand Hands	0	No	1400	1000	4	Fairy	LIGHT	Effect	None
Getsu Fuhma	0	No	1700	1200	4	Warrior	DARK	Effect	None
Ryu Kokki	0	No	2400	2000	6	Zombie	DARK	Effect	None
Gryphon's Feather Duster	0	No	0	0	0	Spell	Spell	Spell	None
Stray Lambs	0	No	0	0	0	Spell	Spell	Spell	None
Smashing Ground	0	No	0	0	0	Spell	Spell	Spell	None
Dimension Fusion	0	No	0	0	0	Spell	Spell	Spell	None
Dedication through Light and Darkness	0	Yes	0	0	0	Spell	Spell	Spell	Quick-Play
Salvage	0	No	0	0	0	Spell	Spell	Spell	None
Ultra Evolution Pill	0	No	0	0	0	Spell	Spell	Spell	None
Earth Chant	0	Yes	0	0	0	Spell	Spell	Spell	Ritual
Jade Insect Whistle	0	No	0	0	0	Spell	Spell	Spell	None
Destruction Ring	0	No	0	0	0	Trap	Trap	Trap	None
Fiend's Hand Mirror	0	Yes	0	0	0	Trap	Trap	Trap	None
Compulsory Evacuation Device	0	No	0	0	0	Trap	Trap	Trap	None
A Hero Emerges	0	No	0	0	0	Trap	Trap	Trap	None
Self-Destruct Button	0	No	0	0	0	Trap	Trap	Trap	None
Curse of Darkness	0	No	0	0	0	Trap	Trap	Trap	Continuous
Begone, Knave!	0	No	0	0	0	Trap	Trap	Trap	Continuous
DNA Transplant	0	No	0	0	0	Trap	Trap	Trap	Continuous
Robbin' Zombie	0	No	0	0	0	Trap	Trap	Trap	Continuous
Trap Jammer	0	No	0	0	0	Trap	Trap	Trap	Counter
Invader of Darkness	0	No	2900	2500	8	Fiend	DARK	Effect	None
Twinheaded Beast	0	No	1700	1900	6	Beast	FIRE	Effect	None
Abyss Soldier	0	No	1800	1300	4	Aqua	WATER	Effect	None
Inferno Hammer	0	No	2400	0	6	Fiend	DARK	Effect	None
Emes the Infinity	0	No	2500	2000	7	Machine	LIGHT	Effect	None
D. D. Assailant	0	No	1700	1600	4	Warrior	EARTH	Effect	None
Teva	0	No	2000	1500	5	Warrior	LIGHT	Effect	None
Skull Zoma	0	No	0	0	0	Trap	Trap	Trap	Continuous
Maximum Six	0	No	1900	1600	6	Warrior	EARTH	Effect	None
Dangerous Machine TYPE-6	0	No	0	0	0	Spell	Spell	Spell	Continuous
Sixth Sense	0	No	0	0	0	Trap	Trap	Trap	None
Gogiga Gagagigo	0	No	2950	2800	8	Reptile	WATER	None	None
Warrior of Zera	0	No	1600	1600	4	Warrior	EARTH	None	None
Sealmaster Meisei	0	No	1100	900	3	Spellcaster	DARK	None	None
Mystical Shine Ball	0	No	500	500	2	Fairy	LIGHT	None	None
Metal Armored Bug	0	No	2800	1500	8	Insect	EARTH	None	None
The Agent of Judgment - Saturn	0	No	2400	0	6	Fairy	LIGHT	Effect	None
The Agent of Wisdom - Mercury	0	No	0	1700	4	Fairy	LIGHT	Effect	None
The Agent of Creation - Venus	0	No	1600	0	3	Fairy	LIGHT	Effect	None
The Agent of Force - Mars	0	No	0	0	3	Fairy	LIGHT	Effect	None
The Unhappy Girl	0	Yes	400	300	2	Spellcaster	LIGHT	Effect	None
Soul-Absorbing Bone Tower	0	No	400	1500	3	Zombie	DARK	Effect	None
The Kick Man	0	No	1300	300	3	Zombie	DARK	Effect	None
Vampire Lady	0	No	1550	1550	4	Zombie	DARK	Effect	None
Rocket Jumper	0	Yes	1000	800	3	Rock	EARTH	Effect	None
Avatar of The Pot	0	Yes	1200	1300	3	Rock	EARTH	Effect	None
Legendary Jujitsu Master	0	No	1300	1800	3	Rock	EARTH	Effect	None
KA-2 Des Scissors	0	No	1000	1000	4	Machine	DARK	Effect	None
Needle Burrower	0	No	1700	1700	5	Machine	DARK	Effect	None
Blowback Dragon	0	Yes	2300	1200	6	Machine	DARK	Effect	None
Zaborg the Thunder Monarch	0	No	2400	1000	5	Thunder	LIGHT	Effect	None
Atomic Firefly	0	No	100	200	1	Insect	LIGHT	Effect	None
Mermaid Knight	0	Yes	1500	700	4	Aqua	WATER	Effect	None
Piranha Army	0	No	800	200	2	Fish	WATER	Effect	None
Two Thousand Needles	0	No	2000	1800	5	Beast	EARTH	Effect	None
Disc Fighter	0	No	1000	1000	4	Warrior	EARTH	Effect	None
Arcane Archer of the Forest	0	No	900	1400	3	Warrior	EARTH	Effect	None
Lady Ninja Yae	0	Yes	1100	200	3	Warrior	WIND	Effect	None
Goblin King	0	No	0	0	1	Fiend	DARK	Effect	None
Solar Flare Dragon	0	No	1500	1000	4	Pyro	FIRE	Effect	None
White Magician Pikeru	0	No	1200	0	2	Spellcaster	LIGHT	Effect	None
Archlord Zerato	0	No	2800	2300	8	Fairy	LIGHT	Effect	None
Opti-Camouflage Armor	0	No	0	0	0	Spell	Spell	Spell	Equip
Mystik Wok	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Burst Stream of Destruction	0	No	0	0	0	Spell	Spell	Spell	None
Monster Gate	0	No	0	0	0	Spell	Spell	Spell	None
The Sanctuary in the Sky	0	No	0	0	0	Spell	Spell	Spell	Field
Earthquake	0	Yes	0	0	0	Spell	Spell	Spell	None
Goblin Thief	0	No	0	0	0	Spell	Spell	Spell	None
Backfire	0	No	0	0	0	Trap	Trap	Trap	Continuous
Micro Ray	0	No	0	0	0	Trap	Trap	Trap	None
Light of Judgment	0	No	0	0	0	Trap	Trap	Trap	None
Wall of Revealing Light	0	No	0	0	0	Trap	Trap	Trap	Continuous
Solar Ray	0	No	0	0	0	Trap	Trap	Trap	None
Ninjitsu Art of Transformation	0	No	0	0	0	Trap	Trap	Trap	Continuous
Beckoning Light	0	Yes	0	0	0	Trap	Trap	Trap	None
Draining Shield	0	No	0	0	0	Trap	Trap	Trap	None
Armor Break	0	No	0	0	0	Trap	Trap	Trap	Counter
Mazera DeVille	0	No	2800	2300	8	Fiend	DARK	Effect	None
Marshmallon	0	No	300	500	3	Fairy	LIGHT	Effect	None
Skull Descovery Knight	0	No	1900	1800	4	Fiend	DARK	Effect	None
Shield Crash	0	No	0	0	0	Spell	Spell	Spell	None
Return Zombie	0	No	1000	1600	4	Zombie	DARK	Effect	None
Corpse of Yata-Garasu	0	No	0	0	0	Trap	Trap	Trap	None
Marshmallon glasses	0	No	0	0	0	Spell	Spell	Spell	Continuous
Earthbound Spirit's Invitation	0	Yes	0	0	0	Trap	Trap	Trap	None
Mokey Mokey	0	No	300	100	1	Fairy	LIGHT	None	None
Gigobyte	0	No	350	300	1	Reptile	WATER	None	None
Kozaky	0	Yes	400	400	1	Fiend	DARK	None	None
Fiend Scorpion	0	No	900	200	2	Insect	EARTH	None	None
Pharaoh's Servant	0	No	900	0	2	Zombie	DARK	None	None
Pharaonic Protector	0	No	900	0	2	Zombie	EARTH	None	None
Spirit of the Pharaoh	0	No	2500	2000	6	Zombie	LIGHT	Effect	None
