index	card	atk	def	level	race	attribute	type	spell/trap type	description	rating
1869	Royal Surrender	0	0	0	Trap	Trap	Trap	Counter	You can only activate this card when your opponent activates a Continuous Trap Card. Negate the activation and the effect of the card and destroy it.	
1192	Royal Tribute	0	0	0	Spell	Spell	Spell	None	This card can only be activated when @5"Necrovalley"@7 is on your side of the field. Both players discard all Monster Cards in their hands to the Graveyard.	
2055	Ruin, Queen of Oblivion	2300	2000	8	Fairy	LIGHT	Ritual/Effect	None	This card can only be Ritual Summoned with the Ritual Spell Card, @5"End of the World"@7. If this card destroys your opponent's monster as a result of battle, it can attack once again in a row.	
720	Rush Recklessly	0	0	0	Spell	Spell	Spell	Quick-Play	Increase 1 face-up monster's ATK by 700 points until the end of this turn.	
1478	Ryu Kokki	2400	2000	6	Zombie	DARK	Effect	None	If a monster that battles with this monster is a Warrior or Spellcaster-Type monster, destroy that monster at the end of the Damage Step.	
1016	Ryu Senshi	2000	1200	6	Warrior	EARTH	Fusion/Effect	None	@5"Warrior Dai Grepher"@7 + @5"Spirit Ryu"@7 A Fusion Summon of this monster can only be conducted with the above Fusion Material Monsters. As long as this card remains face-up on the field, negate the effect of a Normal Trap Card by paying 1000 Life Points. Negate the effects of a Spell Card that targets this card and destroy it.	
8	Ryu-Kishin	1000	500	3	Fiend	DARK	None	None	A very elusive creature that looks like a harmless statue until it attacks.	
1006	Ryu-Kishin Clown	800	500	2	Fiend	DARK	Effect	None	When this card is Summoned (including Flip Summon and Special Summon), select 1 face-up monster on the field and change its battle position.	
333	Ryu-Kishin Powered	1600	1200	4	Fiend	DARK	None	None	A gargoyle enhanced by the powers of darkness. Very sharp talons make it a worthy opponent.	
588	Ryu-Ran	2200	2600	7	Dragon	FIRE	None	None	A vicious little dragon sheltered in an egg that looks deceptively harmless.	
2044	Saber Beetle	2400	600	6	Insect	EARTH	Effect	None	During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.	
1460	Sacred Crane	1600	400	4	Winged Beast	LIGHT	Effect	None	When this card is Special Summoned, the controller of this card draws 1 card.	
1757	Sacred Phoenix of Nephthys	2400	1600	8	Winged Beast	FIRE	Effect	None	If this card is destroyed by a card effect, Special Summon this card during your next Standby Phase. If you Special Summon this card successfully in this way, destroy all Spell and Trap Cards on the field.	
1355	Sage's Stone	0	0	0	Spell	Spell	Spell	None	You can only activate this card when there is a face-up @5"Dark Magician Girl"@7 on your side of the field. Special Summon 1 @5"Dark Magician"@7 from your hand or Deck.	
36	Saggi the Dark Clown	600	1500	3	Spellcaster	DARK	None	None	This clown appears from nowhere and executes very strange moves to avoid enemy attacks.	
536	Salamandra	0	0	0	Spell	Spell	Spell	Equip	A FIRE monster equipped with this card increases its ATK by 700 points.	
1484	Salvage	0	0	0	Spell	Spell	Spell	None	Add 2 WATER monsters with an ATK of 1500 or less each in your Graveyard to your hand.	
2061	Samsara	0	0	0	Spell	Spell	Spell	Continuous	Monster Cards Tributed for a Ritual Summon are returned to the owner's Deck instead of being sent to the Graveyard. Then shuffle the Deck.	
1576	Sand Gambler	300	1600	3	Spellcaster	LIGHT	Effect	None	Toss a coin 3 times. If all 3 results are Heads, destroy all monsters on your opponent's side of the field. If all 3 results are Tails, destroy all monsters on your side of the field. You can only activate this effect once per turn, during your Main Phase.	
2053	Sand Moth	1000	2000	4	Rock	EARTH	Effect	None	When this face-down Defense Position card is destroyed and send to the Graveyard, except as a result of battle, switch the original ATK and DEF of this card, and Special Summon it to your side of the field.	
329	Sanga of the Thunder	2600	2200	7	Thunder	LIGHT	Effect	None	You can only activate this card's effect during your opponent's damage calculation. Make the ATK of a monster attacking this card 0 during damage calculation. This effect can only be used once as long as this card remains face-up on the field.	
1661	Sanwitch	2100	1800	6	Spellcaster	DARK	Fusion	None	@5"Sangan"@7 + @5"Witch of the Black Forest"@7	
1098	Sasuke Samurai	500	800	2	Warrior	WIND	Effect	None	If this monster attacks a face-down Defense Position monster, destroy the face-down monster immediately with this card's effect without flipping it face-up or damage calculation.	
1361	Sasuke Samurai~2	200	300	1	Warrior	WIND	Effect	None	Once per turn, during your Main Phase, you can pay 800 Life Points. If you do this, until the End Phase, Spell and Trap Cards cannot be activated.	
1408	Sasuke Samurai~3	1000	1000	3	Warrior	LIGHT	Effect	None	When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws cards until their hand has 7 cards.	
1709	Sasuke Samurai~4	1200	1200	4	Warrior	WIND	Effect	None	If this card battles a monster, toss a coin and call heads or tails before damage calculation. If you call it right, destroy the opponent's monster with this effect.	
633	Satellite Cannon	0	0	5	Machine	LIGHT	Effect	None	This card cannot be destroyed in battles with monsters that are Level 7 or below. This card receives an additional 1000 ATK each time you reach an End Phase. After each attack, this card's ATK returns to 0.	
1976	Scarr, Scout of Dark World	500	500	2	Fiend	DARK	Effect	None	When this card is destroyed as a result of battle and sent to the Graveyard, add 1 Level 4 or lower monster that includes @5"Dark World"@7 in its card name from your Deck to your hand.	
903	Science Soldier	800	800	3	Warrior	DARK	None	None	Soldiers equipped with state-of-the-art weaponry to face unknown creatures.	
927	Scroll of Bewitchment	0	0	0	Spell	Spell	Spell	Equip	Select 1 Attribute. Change the Attribute of the equipped monster to the one you select.	
399	Sea Kamen	1100	1300	4	Aqua	WATER	None	None	A merciless monster that tears opponents to shreds with razor-like claws.	
1451	Sea Serpent Warrior of Darkness	1800	1500	4	Sea Serpent	WATER	None	None	A warrior who defends the world of the Sea of Darkness. He prides himself on his fighting prowess both on the ground and, of course, in the water.	
1511	Sealmaster Meisei	1100	900	3	Spellcaster	DARK	None	None	One of the few people who has a good command of Talismans. His history is a mystery.	
804	Sebek's Blessing	0	0	0	Spell	Spell	Spell	Quick-Play	You can only activate this card when a monster attacks your opponent's Life Points directly. Increase your Life Points by an amount equal to the Battle Damage that the monster inflicted to your opponent's Life Points.	
1082	Second Coin Toss	0	0	0	Spell	Spell	Spell	Continuous	As long as this card remains face-up on the field, you can negate the effects of a card requiring a coin toss once per turn and redo the coin toss.	
1223	Second Goblin	100	100	1	Fiend	DARK	Union	None	Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your @5"Giant Orc"@7 as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, you can change the equipped monster's battle position once per turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)	
1250	Secret Barrel	0	0	0	Trap	Trap	Trap	None	Inflict damage to your opponent's Life Points equal to the total number of cards on your opponent's side of the field and in your opponent's hand x 200 points.	
253	Sectarian of Secrets	700	500	2	Spellcaster	DARK	None	None	A spellcaster that worships the dark, it is served by a sinister hand that drags enemies into oblivion.	
1492	Self-Destruct Button	0	0	0	Trap	Trap	Trap	None	You can only activate this card while your Life Points are lower than your opponent's Life Points and the difference is 7000 points or more. Both players' Life Points become 0.	
569	Sengenjin	2750	2500	8	Beast-Warrior	EARTH	None	None	An unstoppable savage that carries a Millennium Item.	
731	Senju of the Thousand Hands	1400	1000	4	Fairy	LIGHT	Effect	None	When this card is Normal Summoned or Flip Summoned, you can select 1 Ritual Monster Card from your Deck and add it to your hand. Then shuffle your Deck.	
1291	Senri Eye	0	0	0	Spell	Spell	Spell	Continuous	Once per turn, during each of your Standby Phases, you can pay 100 Life Points to look at 1 card on the top of your opponent's Deck and return it to its original position. Your opponent cannot look at the card.	
1730	Serial Spell	0	0	0	Spell	Spell	Spell	Quick-Play	You can only activate this card when you activate one of your Normal Spell Cards. Discard all the cards in your hand to the Graveyard. The effect of this card becomes the same as the Normal Spell Card.	
270	Serpent Marauder	700	600	2	Reptile	EARTH	None	None	A snake with a single eye that can chill the enemy, freezing them on the spot.	
572	Serpent Night Dragon	2350	2400	7	Dragon	DARK	None	None	A dragon created from the soul of a wicked knight.	
818	Serpentine Princess	1400	2000	4	Reptile	WATER	Effect	None	If this face-up card is returned from the field to your Deck, select and Special Summon 1 Level 3 or lower monster from your Deck to your side of the field. Then shuffle your Deck.	
833	Servant of Catabolism	700	500	3	Aqua	LIGHT	Effect	None	This monster may attack your opponent's Life Points directly.	
685	Seven Tools of the Bandit	0	0	0	Trap	Trap	Trap	Counter	Pay 1000 of your Life Points. Negate the activation of a Trap Card and destroy it.	
326	Shadow Ghoul	1600	1300	5	Zombie	DARK	Effect	None	Increase the ATK of this monster by 100 points for each monster in your Graveyard.	
890	Shadow of Eyes	0	0	0	Trap	Trap	Trap	None	You can only activate this card when your opponent Sets a Monster Card in Defense Position. Change it to face-up Attack Position. If the Monster Card has a Flip Effect, it is not activated.	
544	Shadow Spell	0	0	0	Trap	Trap	Trap	Continuous	Select 1 face-up monster on your opponent's side of the field. Decrease the ATK of the selected monster by 700 points. The monster cannot attack or change its battle position. When the selected monster is destroyed or removed from the field, this card is also destroyed.	
1021	Shadow Tamer	800	700	3	Warrior	EARTH	Effect	None	FLIP: Take control of 1 face-up Fiend-Type monster on your opponent's side of the field until the end of the End Phase.	
1369	Shadowknight Archfiend	2000	1600	4	Fiend	WIND	Effect	None	The controller of this card pays 900 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. The Battle Damage this card inflicts to your opponent is halved.	
1774	Shadowslayer	1400	200	4	Fiend	DARK	Effect	None	If the only cards on your opponent's Monster Card Zones are Defense Position monsters, this card can attack your opponent's Life Points directly.	
707	Share the Pain	0	0	0	Spell	Spell	Spell	None	Tribute 1 monster on your side of the field. Your opponent must Tribute 1 monster on his/her side of the field.	
2083	Sheep Token	0	0	1	Beast	EARTH	Token	None	Special Summon with the effect of @5"Scapegoat"@7. This Token cannot be used as a Tribute for a Tribute Summon.	
652	Shield & Sword	0	0	0	Spell	Spell	Spell	None	Switch the original ATK and DEF of all face-up monsters on the field until the end of the End Phase. Any additions and subtractions to ATK and /or DEF due to card effects are applied to the new ATK and DEF. Monsters summoned after this card's activation are excluded.	
1559	Shield Crash	0	0	0	Spell	Spell	Spell	None	Select 1 Monster in Defense Position on the Field and destroy it.	
1922	Shien's Spy	0	0	0	Spell	Spell	Spell	None	Select 1 face-up monster on your side of the field to activate this card. Until the End Phase of this turn, shift control of the selected monster to your opponent.	
885	Shift	0	0	0	Trap	Trap	Trap	None	You can activate this card when your opponent designates 1 monster on your side of the field as a target of a Spell, Trap, or battle attack. Switch the target to another monster on your side of the field.	
1858	Shifting Shadows	0	0	0	Spell	Spell	Spell	Continuous	Pay 300 Life Points to rearrange the face-down Defense Position monsters on your side of the field, then return them in face-down Defense Position. You can only use this effect once per turn.	
1306	Shinato, King of a Higher Plane	3300	3000	8	Fairy	LIGHT	Ritual/Effect	None	This card can only be Ritual Summoned with the Ritual Spell Card, @5"Shinato's Ark"@7. You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand. When this card destroys a Defense Position monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the original ATK of the destroyed monster.	
1329	Shinato's Ark	0	0	0	Spell	Spell	Spell	Ritual	This card is used to Ritual Summon @5"Shinato, King of a Higher Plane"@7. You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.	
852	Shining Abyss	1600	1800	4	Fairy	LIGHT	None	None	This monster employs the powers of both Light and Darkness.	
738	Shining Angel	1400	800	4	Fairy	LIGHT	Effect	None	When this card is sent to the Graveyard as a result of battle, you can Special Summon 1 LIGHT monster with an ATK of 1500 or less in face-up Attack Position from your Deck. Then shuffle your Deck.	
504	Shining Friendship	1300	1100	4	Fairy	LIGHT	None	None	The peacemaker among monsters.	
1333	Shooting Star Bow - Ceal	0	0	0	Spell	Spell	Spell	Equip	Decrease the ATK of a monster equipped with this card by 1000 points. A monster equipped with this card can attack your opponent's Life Points directly.	
357	Shovel Crusher	900	1200	3	Machine	EARTH	None	None	Armed with a pair of shovels, this monster will destroy anything that stands in its way.	
1061	Silent Fiend	0	0	0	Spell	Spell	Spell	None	Special Summons one Normal Monster from your Graveyard in face-up Defense Position. While that Monster is on the Field, it cannot attack.	
2041	Silent Insect	200	300	2	Insect	EARTH	Effect	None	This card is changed to Defense Position when it is Normal Summoned or Flip Summoned. While this card is face-up on the field, negate the effects of all Continuous Spell Cards and Continuous Trap Cards.	
1693	Silent Magician LV4	1000	1000	4	Spellcaster	LIGHT	Effect	None	Each time your opponent draws a card(s), put 1 Spell Counter on this card (max. 5). Increase the ATK of this card by 500 points for each Spell Counter on this card. If 5 Spell Counters are on this card, during the Standby Phase of your next turn, by sending this face-up card with 5 Spell Counters on it to the Graveyard, Special Summon 1 @5"Silent Magician LV8"@7 from your hand or Deck.	
1696	Silent Magician LV8	3500	1000	8	Spellcaster	LIGHT	Effect	None	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of @5"Silent Magician LV4"@7. This card is unaffected by the effects of your opponent's Spell Cards.	
1690	Silent Swordsman LV3	1000	1000	3	Warrior	LIGHT	Effect	None	Negate the effects of your opponent's Spell Cards that designate this card. During your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 @5"Silent Swordsman LV5"@7 from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)	
1691	Silent Swordsman LV5	2300	1000	5	Warrior	LIGHT	Effect	None	This card is unaffected by your opponent's Spell Cards. If this card successfully attacks your opponent's Life Points directly, during your next Standby Phase, send this face-up card to the Graveyard to Special Summon 1 @5"Silent Swordsman LV7"@7 from your hand or Deck.	
1692	Silent Swordsman LV7	2800	1000	7	Warrior	LIGHT	Effect	None	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of @5"Silent Swordsman LV5"@7. As long as this card remains face-up on your side of the field, negate the effects of all Spell Cards on the field.	
1974	Sillva, Warlord of Dark World	2300	1400	5	Fiend	DARK	Effect	None	If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field. If this card is discarded from the hand to the Graveyard by your opponent's card effect, your opponent selects 2 cards in their hand, and returns them to the bottom of their Deck in any order.	
1418	Silpheed	1700	700	4	Fairy	WIND	Effect	None	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 WIND monster in your Graveyard. When this card is destroyed as a result of battle and sent to the Graveyard, your opponent discards 1 random card from their hand.	
72	Silver Fang	1200	800	3	Beast	EARTH	None	None	A snow wolf that's beautiful to the eye, but absolutely vicious in battle.	
1987	Simultaneous Loss	0	0	0	Trap	Trap	Trap	None	Each player sends the top card from their Deck to the Graveyard.	
400	Sinister Serpent	300	250	1	Reptile	WATER	Effect	None	During your Standby Phase, if a @5"Sinister Serpent"@7 exists in your Graveyard, you can return the @5"Sinister Serpent"@7 to your hand.	
1508	Sixth Sense	0	0	0	Trap	Trap	Trap	None	Choose 2 numbers from 1 to 6. Your opponent rolls a die, and if the number rolled matches one of your chosen numbers, you draw that many cards. If the number rolled does not match one of your chosen numbers, send that many cards from the Deck to the Graveyard.	
450	Skelengel	900	400	2	Fairy	LIGHT	Effect	None	FLIP: You can draw 1 card from your deck.	
454	Skelgon	1700	1900	6	Zombie	DARK	Fusion	None	@5"The Snake Hair"@7 + @5"Blackland Fire Dragon"@7	
1346	Skill Drain	0	0	0	Trap	Trap	Trap	Continuous	Pay 1000 Life Points. As long as this card remains on the field, the effects of all face-up Effect Monsters on the field are negated.	
1270	Skilled Dark Magician	1900	1700	4	Spellcaster	DARK	Effect	None	Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card (max. 3). By Tributing this card with 3 Spell Counters on it, Special Summon 1 @5"Dark Magician"@7 from your hand, Deck, or Graveyard.	
1269	Skilled White Magician	1700	1900	4	Spellcaster	LIGHT	Effect	None	Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card (max. 3). Tribute this card with 3 Spell Counters on it to Special Summon 1 @5"Buster Blader"@7 from your hand, Deck, or Graveyard.	
1374	Skull Archfiend of Lightning	2500	1200	6	Fiend	DARK	Effect	None	The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.	
1558	Skull Descovery Knight	1900	1800	4	Fiend	DARK	Effect	None	This card cannot be Special Summoned. When the effects of an Effect Monster are activated, this card must be given in Tribute if it is face-up on the Field. It cancels the activation and effects of the Effect Monster, destroying it.	
657	Skull Dice	0	0	0	Trap	Trap	Trap	None	Roll 1 six-sided die. The result is multiplied by 100 points and subtracted from the ATK and DEF of all monsters in your opponent's control until the end of your turn. Monsters summoned after this card's activation are excluded.	
1629	Skull Dog Marron	1350	2000	4	Beast	EARTH	None	None	A lost dog that wandered off 1000 years ago. He's still waiting for his master to come for him.	
570	Skull Guardian	2050	2500	7	Warrior	LIGHT	Ritual	None	This monster can only be Ritual Summoned with the Ritual Spell Card, @5"Novox's Prayer"@7. You must also offer monsters whose total Level Stars equal 7 or more as a Tribute from the field or your hand.	
768	Skull Invitation	0	0	0	Trap	Trap	Trap	Continuous	Each time a card is sent to the Graveyard, inflict 300 points of damage to its owner's Life Points per card.	
974	Skull Lair	0	0	0	Trap	Trap	Trap	Continuous	Remove from play any number of monsters in your Graveyard to destroy 1 face-up monster on the field whose Level Stars are equal to the number of the cards you removed from play.	
898	Skull Mariner	1600	900	4	Warrior	WATER	None	None	A pirate ship that appears out of the mist and sinks any seagoing vessels.	
393	Skull Red Bird	1550	1200	4	Winged Beast	WIND	None	None	This monster swoops down and attacks with a rain of knives stored in its wings.	
26	Skull Servant	300	200	1	Zombie	DARK	None	None	A skeletal ghost that isn't strong but can mean trouble in large numbers.	
213	Skull Stalker	900	800	3	Warrior	DARK	None	None	Swift and deadly, this monsters grabs victims with its claws and attacks with a poison stinger.	
1505	Skull Zoma	0	0	0	Trap	Trap	Trap	Continuous	When this card is activated it turns into a Monster Card (Zombie-Type/DARK/4 Star/ATK 1800/DEF 500) and is Special Summoned onto your Monster Card Zone in Defense Position. If this card is destroyed in battle, it reduces your opponent's Life Points by the same amount as the ATK of the monster by which it was destroyed. (This card is also treated as a Trap Card).	
626	Skull-Mark Ladybug	500	1500	4	Insect	EARTH	Effect	None	When this card is sent to the Graveyard, increase your Life Points by 1000 points.	
434	Skullbird	1900	1700	6	Winged Beast	WIND	Fusion	None	@5"Takuhee"@7 + @5"Temple of Skulls"@7	
1888	Skyscraper	0	0	0	Spell	Spell	Spell	Field	When a monster that includes @5"Elemental Hero"@7 in its card name attacks, if its ATK is lower than the ATK of the attack target, increase the ATK of the attacking monster by 1000 points during damage calculation only.	
830	Slate Warrior	1900	400	4	Fiend	WIND	Effect	None	FLIP: Increase the ATK and DEF of this monster by 500 points. The ATK and DEF of a monster that destroys this monster as a result of battle is decreased by 500 points.	
124	Sleeping Lion	700	1700	4	Beast	EARTH	None	None	A ferocious animal that sleeps all day. Sometimes it's better to let Sleeping Lions lie.	
2085	Slime Token	500	500	1	Aqua	WATER	Token	None	Special Summon with the effect of @5"Jam Breeding Machine"@7.	
586	Slot Machine	2000	2300	7	Machine	DARK	None	None	The machine's ability is said to vary according to its slot results.	
1080	Smoke Grenade of the Thief	0	0	0	Spell	Spell	Spell	Equip	When this Equip Spell Card is active and is destroyed by a card effect, look at your opponent's hand. Select 1 card from his/her hand and discard it to the Graveyard.	
727	Snake Fang	0	0	0	Trap	Trap	Trap	None	Decrease 1 selected monster's DEF by 500 points during the turn this card is activated.	
512	Snakeyashi	1000	1200	4	Plant	EARTH	None	None	This monster is formed by several serpents that break off to individually attack nearby enemies.	
295	Sogen	0	0	0	Spell	Spell	Spell	Field	Increases the ATK and DEF of all Beast-Warrior and Warrior-Type monsters by 200 points.	
1896	Soitsu	0	0	3	Fairy	WIND	None	None	Apparently totally unreliable, he wonders if he has incredible potential.	
1537	Solar Flare Dragon	1500	1000	4	Pyro	FIRE	Effect	None	While there is another Pyro-Type monster on your side of the field, this card cannot be attacked. This card inflicts 500 points of damage to your opponent's Life Points during the End Phase of your turn.	
1551	Solar Ray	0	0	0	Trap	Trap	Trap	None	Inflict 600 points of damage to your opponent's Life Points for each face-up LIGHT monster on your side of the field.	
880	Solemn Wishes	0	0	0	Trap	Trap	Trap	Continuous	Increase your Life Points by 500 points each time you draw a card (or cards).	
207	Solitude	1050	1000	3	Beast-Warrior	EARTH	None	None	This beast-warrior swings a massive scythe that feeds on the souls of the slain.	
794	Solomon's Lawbook	0	0	0	Trap	Trap	Trap	None	Skip your own Standby Phase.	
742	Sonic Bird	1400	1000	4	Winged Beast	WIND	Effect	None	When this card is Normal Summoned or Flip Summoned, you can select 1 Ritual Spell Card from your Deck and add it to your hand. Then shuffle your Deck.	
1264	Sonic Duck	1700	700	3	Winged Beast	WIND	None	None	A duck which can walk at a sonic speed. Sometimes, he cannot deal with his incredible pace and loses control.	
838	Sonic Jammer	350	650	2	Machine	WIND	Effect	None	FLIP: Your opponent cannot activate any Spell Cards until the end of the End Phase of the next turn.	
281	Sonic Maid	1200	900	3	Warrior	EARTH	None	None	A maiden that uses sound to her advantage, she wields a scythe that's shaped like a musical note.	
1621	Sorcerer of Dark Magic	3200	2800	9	Spellcaster	DARK	Effect	None	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by offering 2 Level 6 or higher Spellcaster-Type monsters on your side of the field as Tributes. As long as this card remains face-up on the field, you can negate the activation of Trap Cards and destroy them.	
702	Sorcerer of the Doomed	1450	1200	4	Spellcaster	DARK	None	None	A slave of the dark arts, this sorcerer is a master of life-extinguishing spells.	
1435	Soul Absorption	0	0	0	Spell	Spell	Spell	Continuous	Each time a card(s) is removed from play, increase your Life Points by 500 points for each card removed from play.	
859	Soul Exchange	0	0	0	Spell	Spell	Spell	None	Select 1 monster on your opponent's side of the field. When you offer your monster as a Tribute, offer the selected monster in place of 1 of your monsters. During this turn, you cannot conduct your Battle Phase.	
397	Soul Hunter	2200	1800	6	Fiend	DARK	Fusion	None	@5"Lord of the Lamp"@7 + @5"Invader from Another Dimension"@7	
961	Soul of Purity and Light	2000	1800	6	Fairy	LIGHT	Effect	None	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing 2 LIGHT monsters in your Graveyard from play. As long as this card remains face-up on the field, decrease the ATK of all monsters on your opponent's side of the field by 300 points during his/her Battle Phase.	
303	Soul of the Pure	0	0	0	Spell	Spell	Spell	None	Increase your Life Points by 800 points.	
680	Soul Release	0	0	0	Spell	Spell	Spell	None	Select up to 5 cards from either your or your opponent's Graveyard(s) and remove them from play.	
1611	Soul Resurrection	0	0	0	Trap	Trap	Trap	Continuous	Special Summon 1 Normal Monster from your Graveyard in Defense Position. When this card is removed from the field, the monster is destroyed. When the monster is destroyed, destroy this card.	
1593	Soul Reversal	0	0	0	Spell	Spell	Spell	Quick-Play	Return 1 Flip Effect Monster from your Graveyard to the top of your Deck.	
1348	Soul Taker	0	0	0	Spell	Spell	Spell	None	Destroys 1 face-up Monster on your opponent's Field. Your opponent receives 1000 Life Points when a Monster is destroyed by this effect.	
1401	Soul Tiger	0	2100	4	Beast	EARTH	None	None	The soul of a tiger that is said to devour human souls. He is a famous soul that you wouldn't want to run into in a dark alley.	
1519	Soul-Absorbing Bone Tower	400	1500	3	Zombie	DARK	Effect	None	While there is another Zombie-Type monster on your side of the field, your opponent cannot select this card as an attack target. Each time a Zombie-Type monster(s) is Special Summoned, send 2 cards from the top of your opponent's Deck to the Graveyard.	
829	Souleater	1200	0	4	Fish	EARTH	None	None	A living wonder of mystery.	
904	Souls of the Forgotten	900	200	2	Fiend	DARK	None	None	A wicked spirit created by the hateful souls of those who fell in battle. It grows by assimilating the souls of its enemies.	
1753	Space Mambo	1700	1000	4	Fish	WATER	None	None	A Space Mambo floating in the vast universe. This living relic was found in the ruins of a super civilization on Alphard 4.	
1894	Spark Blaster	0	0	0	Spell	Spell	Spell	Equip	You can only equip this card to @5"Elemental Hero Sparkman"@7. During the Main Phase of your turn, you can change the battle position of 1 face-up monster. After you use this effect 3 times, destroy this card.	
305	Sparks	0	0	0	Spell	Spell	Spell	None	Inflicts 200 points of Direct Damage to your opponent's Life Points.	
1440	Spatial Collapse	0	0	0	Trap	Trap	Trap	Continuous	You can only activate this card if both you and your opponent each have 5 or less cards on the field. The maximum number of cards that each player can have on the field is 5.	
737	Spear Cretin	500	500	2	Fiend	DARK	Effect	None	FLIP: After this card is flipped, when it is sent to the Graveyard, both you and your opponent select 1 monster from your respective Graveyards and Special Summon it on the field in face-up Attack Position or face-down Defense Position (no Tribute is required for monsters of Level 5 or more).	
1030	Spear Dragon	1900	0	4	Dragon	WIND	Effect	None	If this card attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. If this card attacks, it is changed to Defense Position at the end of the Damage Step.	
1589	Special Hurricane	0	0	0	Spell	Spell	Spell	None	Discard 1 card from your hand. Destroy all Special Summoned monsters on the field.	
1259	Spell Absorption	0	0	0	Spell	Spell	Spell	Continuous	Each time a Spell Card is activated, increase the Life Points of this card's controller by 500 points.	
1229	Spell Canceller	1800	1600	5	Machine	WIND	Effect	None	As long as this card remains face-up on the field, Spell Cards cannot be activated. The effects of all Spell Cards are also negated.	
1594	Spell Economics	0	0	0	Spell	Spell	Spell	Continuous	You do not have to pay any Life Points to activate a Spell Card.	
1748	Spell Purification	0	0	0	Trap	Trap	Trap	None	Discard 1 card from your hand. Destroy all face-up Continuous Spell Cards on the field.	
1050	Spell Reproduction	0	0	0	Spell	Spell	Spell	None	Send 2 Spell Cards from your hand to the Graveyard. Select 1 Spell Card from your Graveyard and add it to your hand.	
1247	Spell Shield Type-8	0	0	0	Trap	Trap	Trap	Counter	Select and activate 1 of the following effects: @4 @7Negate the activation and the effect of a Spell Card that targets 1 monster on the field and destroy the Spell Card. @4 @7Send 1 Spell Card from your hand to the Graveyard to negate the activation and the effect of a Spell Card and destroy it.	
1393	Spell Vanishing	0	0	0	Trap	Trap	Trap	Counter	Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.	
1868	Spell-Stopping Statute	0	0	0	Trap	Trap	Trap	Counter	You can only activate this card when your opponent activates a Continuous Spell Card. Negate the activation and the effect of the card and destroy it.	
309	Spellbinding Circle	0	0	0	Trap	Trap	Trap	Continuous	Select 1 monster. As long as this card remains face-up on the field, the selected monster cannot attack or change its battle position. When the selected monster is destroyed, this card is also destroyed.	
851	Spherous Lady	400	1400	3	Rock	EARTH	None	None	Many have been deceived by the beauty of this vampire.	
1623	Sphinx Teleia	2500	3000	10	Beast	LIGHT	Effect	None	You can pay 500 Life Points to Special Summon this card when @5"Pyramid of Light"@7 is on the field. This card cannot attack during the turn that it is Normal Summoned or Special Summoned. This card cannot be Special Summoned from the Graveyard. If this card destroys a Defense Position monster as a result of battle, inflict damage to your opponent's Life Points equal to half of the DEF of the destroyed monster.	
137	Spiked Snail	700	1300	3	Insect	DARK	None	None	A very fast, bipedal snail with a pair of lethal arms.	
1790	Spiral Spear Strike	0	0	0	Spell	Spell	Spell	Continuous	When @5"Gaia The Fierce Knight"@7, @5"Swift Gaia the Fierce Knight"@7 or @5"Gaia the Dragon Champion"@7 on your side of the field attacks a Defense Position monster, if the ATK of that card is higher than the DEF of the Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. If @5"Gaia the Dragon Champion"@7 inflicts Battle Damage with this effect, draw 2 cards from your Deck and discard 1 card from your hand.	
1675	Spirit Barrier	0	0	0	Trap	Trap	Trap	Continuous	As long as a monster(s) remain(s) on your side of the field, battle damage to the controller of this card becomes 0.	
